[2024-10-13T18:47:19.914-0400] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-13T18:47:19.930-0400] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:47:04.256111+00:00 [queued]>
[2024-10-13T18:47:19.937-0400] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:47:04.256111+00:00 [queued]>
[2024-10-13T18:47:19.937-0400] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-13T18:47:19.953-0400] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): extract_task> on 2024-10-13 22:47:04.256111+00:00
[2024-10-13T18:47:19.962-0400] {standard_task_runner.py:72} INFO - Started process 2351 to run task
[2024-10-13T18:47:19.969-0400] {clientserver.py:543} INFO - Closing down clientserver connection
[2024-10-13T18:47:19.981-0400] {standard_task_runner.py:104} INFO - Running: ['airflow', 'tasks', 'run', 'bixi_etl_pipeline', 'extract_task', 'manual__2024-10-13T22:47:04.256111+00:00', '--job-id', '216', '--raw', '--subdir', 'DAGS_FOLDER/bixi_etl_pipeline.py', '--cfg-path', '/var/folders/bj/4z3t139j7xj2qng4wk4y16ym0000gn/T/tmpbcnlaog7']
[2024-10-13T18:47:19.982-0400] {standard_task_runner.py:105} INFO - Job 216: Subtask extract_task
[2024-10-13T18:47:20.055-0400] {task_command.py:467} INFO - Running <TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:47:04.256111+00:00 [running]> on host karendembp.home
[2024-10-13T18:47:20.346-0400] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='bixi_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_task' AIRFLOW_CTX_EXECUTION_DATE='2024-10-13T22:47:04.256111+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-13T22:47:04.256111+00:00'
[2024-10-13T18:47:20.348-0400] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-13T18:47:20.349-0400] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-13T18:47:20.350-0400] {logging_mixin.py:190} INFO - Current task name:extract_task state:running start_date:2024-10-13 22:47:19.931090+00:00
[2024-10-13T18:47:20.351-0400] {logging_mixin.py:190} INFO - Dag name:bixi_etl_pipeline and current dag run status:running
[2024-10-13T18:47:20.351-0400] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-13T18:47:20.926-0400] {logging_mixin.py:190} INFO - 68 1728859240
[2024-10-13T18:47:20.926-0400] {logging_mixin.py:190} INFO - 69 1728859163
[2024-10-13T18:47:20.927-0400] {logging_mixin.py:190} INFO - 71 1728859627
[2024-10-13T18:47:20.928-0400] {logging_mixin.py:190} INFO - 72 1728859482
[2024-10-13T18:47:20.929-0400] {logging_mixin.py:190} INFO - 73 1728859215
[2024-10-13T18:47:20.930-0400] {logging_mixin.py:190} INFO - 74 1728857676
[2024-10-13T18:47:20.930-0400] {logging_mixin.py:190} INFO - 75 1728859182
[2024-10-13T18:47:20.931-0400] {logging_mixin.py:190} INFO - 76 1728858135
[2024-10-13T18:47:20.932-0400] {logging_mixin.py:190} INFO - 77 1728858661
[2024-10-13T18:47:20.932-0400] {logging_mixin.py:190} INFO - 78 1728859599
[2024-10-13T18:47:20.933-0400] {logging_mixin.py:190} INFO - 79 1728858878
[2024-10-13T18:47:20.934-0400] {logging_mixin.py:190} INFO - 80 1728859188
[2024-10-13T18:47:20.935-0400] {logging_mixin.py:190} INFO - 81 1728858600
[2024-10-13T18:47:20.936-0400] {logging_mixin.py:190} INFO - 82 1728859536
[2024-10-13T18:47:20.937-0400] {logging_mixin.py:190} INFO - 83 1728859431
[2024-10-13T18:47:20.937-0400] {logging_mixin.py:190} INFO - 84 1728859177
[2024-10-13T18:47:20.938-0400] {logging_mixin.py:190} INFO - 85 1728857446
[2024-10-13T18:47:20.939-0400] {logging_mixin.py:190} INFO - 86 1728859570
[2024-10-13T18:47:20.939-0400] {logging_mixin.py:190} INFO - 87 1728858443
[2024-10-13T18:47:20.940-0400] {logging_mixin.py:190} INFO - 88 1728859634
[2024-10-13T18:47:20.940-0400] {logging_mixin.py:190} INFO - 89 1728859484
[2024-10-13T18:47:20.941-0400] {logging_mixin.py:190} INFO - 91 1728858940
[2024-10-13T18:47:20.942-0400] {logging_mixin.py:190} INFO - 92 1728859624
[2024-10-13T18:47:20.943-0400] {logging_mixin.py:190} INFO - 93 1728855432
[2024-10-13T18:47:20.944-0400] {logging_mixin.py:190} INFO - 94 1728857785
[2024-10-13T18:47:20.945-0400] {logging_mixin.py:190} INFO - 95 1728858593
[2024-10-13T18:47:20.946-0400] {logging_mixin.py:190} INFO - 96 1728859128
[2024-10-13T18:47:20.946-0400] {logging_mixin.py:190} INFO - 97 1728858977
[2024-10-13T18:47:20.947-0400] {logging_mixin.py:190} INFO - 99 1728859545
[2024-10-13T18:47:20.948-0400] {logging_mixin.py:190} INFO - 100 1728858134
[2024-10-13T18:47:20.949-0400] {logging_mixin.py:190} INFO - 101 1728859321
[2024-10-13T18:47:20.950-0400] {logging_mixin.py:190} INFO - 102 1728859088
[2024-10-13T18:47:20.951-0400] {logging_mixin.py:190} INFO - 103 1728859545
[2024-10-13T18:47:20.952-0400] {logging_mixin.py:190} INFO - 105 1728856971
[2024-10-13T18:47:20.953-0400] {logging_mixin.py:190} INFO - 106 1728858213
[2024-10-13T18:47:20.954-0400] {logging_mixin.py:190} INFO - 107 1728859596
[2024-10-13T18:47:20.955-0400] {logging_mixin.py:190} INFO - 108 1728859587
[2024-10-13T18:47:20.956-0400] {logging_mixin.py:190} INFO - 109 1728859177
[2024-10-13T18:47:20.957-0400] {logging_mixin.py:190} INFO - 110 1728859264
[2024-10-13T18:47:20.958-0400] {logging_mixin.py:190} INFO - 111 1728859118
[2024-10-13T18:47:20.959-0400] {logging_mixin.py:190} INFO - 112 1728859503
[2024-10-13T18:47:20.959-0400] {logging_mixin.py:190} INFO - 113 1728859530
[2024-10-13T18:47:20.960-0400] {logging_mixin.py:190} INFO - 114 1728858738
[2024-10-13T18:47:20.961-0400] {logging_mixin.py:190} INFO - 115 1728858971
[2024-10-13T18:47:20.962-0400] {logging_mixin.py:190} INFO - 116 1728859384
[2024-10-13T18:47:20.962-0400] {logging_mixin.py:190} INFO - 118 1728857357
[2024-10-13T18:47:20.963-0400] {logging_mixin.py:190} INFO - 119 1728859597
[2024-10-13T18:47:20.964-0400] {logging_mixin.py:190} INFO - 120 1728859216
[2024-10-13T18:47:20.965-0400] {logging_mixin.py:190} INFO - 121 1728859628
[2024-10-13T18:47:20.966-0400] {logging_mixin.py:190} INFO - 122 1728859499
[2024-10-13T18:47:20.966-0400] {logging_mixin.py:190} INFO - 123 1728859570
[2024-10-13T18:47:20.967-0400] {logging_mixin.py:190} INFO - 124 1728859497
[2024-10-13T18:47:20.967-0400] {logging_mixin.py:190} INFO - 125 1728859557
[2024-10-13T18:47:20.968-0400] {logging_mixin.py:190} INFO - 126 1728858996
[2024-10-13T18:47:20.969-0400] {logging_mixin.py:190} INFO - 127 1728858694
[2024-10-13T18:47:20.970-0400] {logging_mixin.py:190} INFO - 128 1728859073
[2024-10-13T18:47:20.970-0400] {logging_mixin.py:190} INFO - 129 1728859378
[2024-10-13T18:47:20.971-0400] {logging_mixin.py:190} INFO - 131 1728859208
[2024-10-13T18:47:20.971-0400] {logging_mixin.py:190} INFO - 132 1728858284
[2024-10-13T18:47:20.972-0400] {logging_mixin.py:190} INFO - 133 1728859487
[2024-10-13T18:47:20.973-0400] {logging_mixin.py:190} INFO - 134 1728858956
[2024-10-13T18:47:20.974-0400] {logging_mixin.py:190} INFO - 135 1728859266
[2024-10-13T18:47:20.975-0400] {logging_mixin.py:190} INFO - 136 1728858594
[2024-10-13T18:47:20.975-0400] {logging_mixin.py:190} INFO - 137 1728859555
[2024-10-13T18:47:20.976-0400] {logging_mixin.py:190} INFO - 138 1728858119
[2024-10-13T18:47:20.977-0400] {logging_mixin.py:190} INFO - 139 1728858831
[2024-10-13T18:47:20.978-0400] {logging_mixin.py:190} INFO - 140 1728859163
[2024-10-13T18:47:20.979-0400] {logging_mixin.py:190} INFO - 141 1728859302
[2024-10-13T18:47:20.980-0400] {logging_mixin.py:190} INFO - 142 1728859117
[2024-10-13T18:47:20.981-0400] {logging_mixin.py:190} INFO - 143 1728859589
[2024-10-13T18:47:20.982-0400] {logging_mixin.py:190} INFO - 144 1728859563
[2024-10-13T18:47:20.983-0400] {logging_mixin.py:190} INFO - 145 1728859539
[2024-10-13T18:47:20.984-0400] {logging_mixin.py:190} INFO - 146 1728859306
[2024-10-13T18:47:20.984-0400] {logging_mixin.py:190} INFO - 147 1728858593
[2024-10-13T18:47:20.985-0400] {logging_mixin.py:190} INFO - 148 1728859366
[2024-10-13T18:47:20.986-0400] {logging_mixin.py:190} INFO - 149 1728859530
[2024-10-13T18:47:20.987-0400] {logging_mixin.py:190} INFO - 150 1728859620
[2024-10-13T18:47:20.988-0400] {logging_mixin.py:190} INFO - 151 1728859391
[2024-10-13T18:47:20.988-0400] {logging_mixin.py:190} INFO - 152 1728859561
[2024-10-13T18:47:20.989-0400] {logging_mixin.py:190} INFO - 153 1728859016
[2024-10-13T18:47:20.990-0400] {logging_mixin.py:190} INFO - 154 1728859547
[2024-10-13T18:47:20.990-0400] {logging_mixin.py:190} INFO - 155 1728859623
[2024-10-13T18:47:20.991-0400] {logging_mixin.py:190} INFO - 156 1728859460
[2024-10-13T18:47:20.992-0400] {logging_mixin.py:190} INFO - 157 1728859298
[2024-10-13T18:47:20.992-0400] {logging_mixin.py:190} INFO - 158 1728859591
[2024-10-13T18:47:20.993-0400] {logging_mixin.py:190} INFO - 159 1728859223
[2024-10-13T18:47:20.994-0400] {logging_mixin.py:190} INFO - 160 1728859519
[2024-10-13T18:47:20.994-0400] {logging_mixin.py:190} INFO - 161 1728858844
[2024-10-13T18:47:20.995-0400] {logging_mixin.py:190} INFO - 162 1728858828
[2024-10-13T18:47:20.996-0400] {logging_mixin.py:190} INFO - 163 1728859540
[2024-10-13T18:47:20.996-0400] {logging_mixin.py:190} INFO - 164 1728859605
[2024-10-13T18:47:20.997-0400] {logging_mixin.py:190} INFO - 165 1728859379
[2024-10-13T18:47:20.998-0400] {logging_mixin.py:190} INFO - 166 1728859627
[2024-10-13T18:47:20.998-0400] {logging_mixin.py:190} INFO - 167 1728858556
[2024-10-13T18:47:20.999-0400] {logging_mixin.py:190} INFO - 168 1728859504
[2024-10-13T18:47:20.999-0400] {logging_mixin.py:190} INFO - 169 1728859567
[2024-10-13T18:47:21.000-0400] {logging_mixin.py:190} INFO - 170 1728859394
[2024-10-13T18:47:21.001-0400] {logging_mixin.py:190} INFO - 171 1728856715
[2024-10-13T18:47:21.002-0400] {logging_mixin.py:190} INFO - 173 1728859570
[2024-10-13T18:47:21.003-0400] {logging_mixin.py:190} INFO - 174 1728859500
[2024-10-13T18:47:21.003-0400] {logging_mixin.py:190} INFO - 176 1728859206
[2024-10-13T18:47:21.004-0400] {logging_mixin.py:190} INFO - 177 1728859214
[2024-10-13T18:47:21.004-0400] {logging_mixin.py:190} INFO - 178 1728859253
[2024-10-13T18:47:21.005-0400] {logging_mixin.py:190} INFO - 179 1728859524
[2024-10-13T18:47:21.006-0400] {logging_mixin.py:190} INFO - 180 1728857514
[2024-10-13T18:47:21.006-0400] {logging_mixin.py:190} INFO - 181 1728859153
[2024-10-13T18:47:21.007-0400] {logging_mixin.py:190} INFO - 182 1728859629
[2024-10-13T18:47:21.007-0400] {logging_mixin.py:190} INFO - 183 1728859578
[2024-10-13T18:47:21.008-0400] {logging_mixin.py:190} INFO - 184 1728859611
[2024-10-13T18:47:21.009-0400] {logging_mixin.py:190} INFO - 185 1728858762
[2024-10-13T18:47:21.009-0400] {logging_mixin.py:190} INFO - 186 1728859521
[2024-10-13T18:47:21.010-0400] {logging_mixin.py:190} INFO - 187 1728859518
[2024-10-13T18:47:21.011-0400] {logging_mixin.py:190} INFO - 188 1728859481
[2024-10-13T18:47:21.012-0400] {logging_mixin.py:190} INFO - 189 1728857498
[2024-10-13T18:47:21.012-0400] {logging_mixin.py:190} INFO - 190 1728859451
[2024-10-13T18:47:21.013-0400] {logging_mixin.py:190} INFO - 191 1728859611
[2024-10-13T18:47:21.013-0400] {logging_mixin.py:190} INFO - 192 1728859454
[2024-10-13T18:47:21.014-0400] {logging_mixin.py:190} INFO - 193 1728859498
[2024-10-13T18:47:21.015-0400] {logging_mixin.py:190} INFO - 194 1728859600
[2024-10-13T18:47:21.015-0400] {logging_mixin.py:190} INFO - 195 1728858476
[2024-10-13T18:47:21.016-0400] {logging_mixin.py:190} INFO - 196 1728859243
[2024-10-13T18:47:21.016-0400] {logging_mixin.py:190} INFO - 197 1728859544
[2024-10-13T18:47:21.017-0400] {logging_mixin.py:190} INFO - 198 1728859226
[2024-10-13T18:47:21.018-0400] {logging_mixin.py:190} INFO - 199 1728859609
[2024-10-13T18:47:21.018-0400] {logging_mixin.py:190} INFO - 200 1728859180
[2024-10-13T18:47:21.019-0400] {logging_mixin.py:190} INFO - 201 1728858131
[2024-10-13T18:47:21.019-0400] {logging_mixin.py:190} INFO - 202 1728854252
[2024-10-13T18:47:21.020-0400] {logging_mixin.py:190} INFO - 203 1728859221
[2024-10-13T18:47:21.021-0400] {logging_mixin.py:190} INFO - 204 1728859341
[2024-10-13T18:47:21.022-0400] {logging_mixin.py:190} INFO - 205 1728859492
[2024-10-13T18:47:21.022-0400] {logging_mixin.py:190} INFO - 206 1728859360
[2024-10-13T18:47:21.023-0400] {logging_mixin.py:190} INFO - 207 1728859607
[2024-10-13T18:47:21.024-0400] {logging_mixin.py:190} INFO - 208 1728859245
[2024-10-13T18:47:21.025-0400] {logging_mixin.py:190} INFO - 209 1728859479
[2024-10-13T18:47:21.025-0400] {logging_mixin.py:190} INFO - 210 1728859580
[2024-10-13T18:47:21.026-0400] {logging_mixin.py:190} INFO - 211 1728859544
[2024-10-13T18:47:21.027-0400] {logging_mixin.py:190} INFO - 212 1728391856
[2024-10-13T18:47:21.028-0400] {logging_mixin.py:190} INFO - 213 1728858744
[2024-10-13T18:47:21.028-0400] {logging_mixin.py:190} INFO - 214 1728859366
[2024-10-13T18:47:21.029-0400] {logging_mixin.py:190} INFO - 215 1728859443
[2024-10-13T18:47:21.030-0400] {logging_mixin.py:190} INFO - 216 1728859513
[2024-10-13T18:47:21.031-0400] {logging_mixin.py:190} INFO - 217 1728859276
[2024-10-13T18:47:21.032-0400] {logging_mixin.py:190} INFO - 218 1728859597
[2024-10-13T18:47:21.033-0400] {logging_mixin.py:190} INFO - 219 1728858828
[2024-10-13T18:47:21.034-0400] {logging_mixin.py:190} INFO - 220 1728858940
[2024-10-13T18:47:21.034-0400] {logging_mixin.py:190} INFO - 221 1728859526
[2024-10-13T18:47:21.035-0400] {logging_mixin.py:190} INFO - 222 1728859637
[2024-10-13T18:47:21.035-0400] {logging_mixin.py:190} INFO - 223 1728856678
[2024-10-13T18:47:21.036-0400] {logging_mixin.py:190} INFO - 224 1728859194
[2024-10-13T18:47:21.037-0400] {logging_mixin.py:190} INFO - 225 1728856587
[2024-10-13T18:47:21.037-0400] {logging_mixin.py:190} INFO - 226 1728859614
[2024-10-13T18:47:21.038-0400] {logging_mixin.py:190} INFO - 227 1728859627
[2024-10-13T18:47:21.039-0400] {logging_mixin.py:190} INFO - 228 1728859455
[2024-10-13T18:47:21.039-0400] {logging_mixin.py:190} INFO - 229 1728859168
[2024-10-13T18:47:21.040-0400] {logging_mixin.py:190} INFO - 230 1728859167
[2024-10-13T18:47:21.040-0400] {logging_mixin.py:190} INFO - 232 1728859278
[2024-10-13T18:47:21.041-0400] {logging_mixin.py:190} INFO - 233 1728859590
[2024-10-13T18:47:21.041-0400] {logging_mixin.py:190} INFO - 234 1728858246
[2024-10-13T18:47:21.042-0400] {logging_mixin.py:190} INFO - 236 1728858440
[2024-10-13T18:47:21.043-0400] {logging_mixin.py:190} INFO - 237 1728859371
[2024-10-13T18:47:21.043-0400] {logging_mixin.py:190} INFO - 239 1728859556
[2024-10-13T18:47:21.044-0400] {logging_mixin.py:190} INFO - 241 1728858126
[2024-10-13T18:47:21.044-0400] {logging_mixin.py:190} INFO - 242 1728859460
[2024-10-13T18:47:21.045-0400] {logging_mixin.py:190} INFO - 243 1728859312
[2024-10-13T18:47:21.046-0400] {logging_mixin.py:190} INFO - 244 1728859494
[2024-10-13T18:47:21.046-0400] {logging_mixin.py:190} INFO - 245 1728659352
[2024-10-13T18:47:21.047-0400] {logging_mixin.py:190} INFO - 246 1728859627
[2024-10-13T18:47:21.047-0400] {logging_mixin.py:190} INFO - 247 1728859265
[2024-10-13T18:47:21.048-0400] {logging_mixin.py:190} INFO - 248 1728859126
[2024-10-13T18:47:21.049-0400] {logging_mixin.py:190} INFO - 249 1728859289
[2024-10-13T18:47:21.049-0400] {logging_mixin.py:190} INFO - 250 1728859635
[2024-10-13T18:47:21.050-0400] {logging_mixin.py:190} INFO - 251 1728859633
[2024-10-13T18:47:21.050-0400] {logging_mixin.py:190} INFO - 253 1728859246
[2024-10-13T18:47:21.051-0400] {logging_mixin.py:190} INFO - 254 1728859558
[2024-10-13T18:47:21.051-0400] {logging_mixin.py:190} INFO - 255 1728857738
[2024-10-13T18:47:21.052-0400] {logging_mixin.py:190} INFO - 256 1728859460
[2024-10-13T18:47:21.053-0400] {logging_mixin.py:190} INFO - 257 1728859401
[2024-10-13T18:47:21.053-0400] {logging_mixin.py:190} INFO - 258 1728859127
[2024-10-13T18:47:21.054-0400] {logging_mixin.py:190} INFO - 259 1728859453
[2024-10-13T18:47:21.055-0400] {logging_mixin.py:190} INFO - 260 1728858369
[2024-10-13T18:47:21.056-0400] {logging_mixin.py:190} INFO - 261 1728857254
[2024-10-13T18:47:21.057-0400] {logging_mixin.py:190} INFO - 262 1728859226
[2024-10-13T18:47:21.057-0400] {logging_mixin.py:190} INFO - 263 1728859568
[2024-10-13T18:47:21.058-0400] {logging_mixin.py:190} INFO - 264 1728859628
[2024-10-13T18:47:21.058-0400] {logging_mixin.py:190} INFO - 265 1728858935
[2024-10-13T18:47:21.059-0400] {logging_mixin.py:190} INFO - 266 1728859234
[2024-10-13T18:47:21.060-0400] {logging_mixin.py:190} INFO - 267 1728854175
[2024-10-13T18:47:21.060-0400] {logging_mixin.py:190} INFO - 268 1728859112
[2024-10-13T18:47:21.061-0400] {logging_mixin.py:190} INFO - 269 1728858320
[2024-10-13T18:47:21.062-0400] {logging_mixin.py:190} INFO - 270 1728859574
[2024-10-13T18:47:21.062-0400] {logging_mixin.py:190} INFO - 271 1728859532
[2024-10-13T18:47:21.063-0400] {logging_mixin.py:190} INFO - 272 1728856257
[2024-10-13T18:47:21.063-0400] {logging_mixin.py:190} INFO - 273 1728859473
[2024-10-13T18:47:21.064-0400] {logging_mixin.py:190} INFO - 274 1728859034
[2024-10-13T18:47:21.064-0400] {logging_mixin.py:190} INFO - 275 1728859479
[2024-10-13T18:47:21.065-0400] {logging_mixin.py:190} INFO - 276 1728858267
[2024-10-13T18:47:21.066-0400] {logging_mixin.py:190} INFO - 277 1728858763
[2024-10-13T18:47:21.066-0400] {logging_mixin.py:190} INFO - 278 1728857955
[2024-10-13T18:47:21.067-0400] {logging_mixin.py:190} INFO - 279 1728859143
[2024-10-13T18:47:21.068-0400] {logging_mixin.py:190} INFO - 280 1728859275
[2024-10-13T18:47:21.068-0400] {logging_mixin.py:190} INFO - 281 1728859213
[2024-10-13T18:47:21.069-0400] {logging_mixin.py:190} INFO - 282 1728857699
[2024-10-13T18:47:21.070-0400] {logging_mixin.py:190} INFO - 283 1728859517
[2024-10-13T18:47:21.071-0400] {logging_mixin.py:190} INFO - 284 1728859516
[2024-10-13T18:47:21.072-0400] {logging_mixin.py:190} INFO - 285 1728859054
[2024-10-13T18:47:21.073-0400] {logging_mixin.py:190} INFO - 286 1728859592
