[2024-10-13T19:06:05.135-0400] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-13T19:06:05.150-0400] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T23:05:49.379846+00:00 [queued]>
[2024-10-13T19:06:05.159-0400] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T23:05:49.379846+00:00 [queued]>
[2024-10-13T19:06:05.159-0400] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-13T19:06:05.174-0400] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): extract_task> on 2024-10-13 23:05:49.379846+00:00
[2024-10-13T19:06:05.182-0400] {standard_task_runner.py:72} INFO - Started process 8160 to run task
[2024-10-13T19:06:05.190-0400] {clientserver.py:543} INFO - Closing down clientserver connection
[2024-10-13T19:06:05.201-0400] {standard_task_runner.py:104} INFO - Running: ['airflow', 'tasks', 'run', 'bixi_etl_pipeline', 'extract_task', 'manual__2024-10-13T23:05:49.379846+00:00', '--job-id', '220', '--raw', '--subdir', 'DAGS_FOLDER/bixi_etl_pipeline.py', '--cfg-path', '/var/folders/bj/4z3t139j7xj2qng4wk4y16ym0000gn/T/tmpt11_v3if']
[2024-10-13T19:06:05.201-0400] {standard_task_runner.py:105} INFO - Job 220: Subtask extract_task
[2024-10-13T19:06:05.257-0400] {task_command.py:467} INFO - Running <TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T23:05:49.379846+00:00 [running]> on host karendembp.home
[2024-10-13T19:06:05.534-0400] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='bixi_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_task' AIRFLOW_CTX_EXECUTION_DATE='2024-10-13T23:05:49.379846+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-13T23:05:49.379846+00:00'
[2024-10-13T19:06:05.536-0400] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-13T19:06:05.536-0400] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-13T19:06:05.537-0400] {logging_mixin.py:190} INFO - Current task name:extract_task state:running start_date:2024-10-13 23:06:05.150886+00:00
[2024-10-13T19:06:05.538-0400] {logging_mixin.py:190} INFO - Dag name:bixi_etl_pipeline and current dag run status:running
[2024-10-13T19:06:05.539-0400] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-13T19:06:06.183-0400] {logging_mixin.py:190} INFO - 77 1728860096
[2024-10-13T19:06:06.184-0400] {logging_mixin.py:190} INFO - 78 1728860543
[2024-10-13T19:06:06.184-0400] {logging_mixin.py:190} INFO - 79 1728860192
[2024-10-13T19:06:06.185-0400] {logging_mixin.py:190} INFO - 80 1728860179
[2024-10-13T19:06:06.186-0400] {logging_mixin.py:190} INFO - 81 1728858600
[2024-10-13T19:06:06.187-0400] {logging_mixin.py:190} INFO - 82 1728860486
[2024-10-13T19:06:06.188-0400] {logging_mixin.py:190} INFO - 83 1728860515
[2024-10-13T19:06:06.189-0400] {logging_mixin.py:190} INFO - 84 1728860533
[2024-10-13T19:06:06.190-0400] {logging_mixin.py:190} INFO - 85 1728860669
[2024-10-13T19:06:06.190-0400] {logging_mixin.py:190} INFO - 86 1728860725
[2024-10-13T19:06:06.191-0400] {logging_mixin.py:190} INFO - 87 1728858443
[2024-10-13T19:06:06.192-0400] {logging_mixin.py:190} INFO - 88 1728860286
[2024-10-13T19:06:06.193-0400] {logging_mixin.py:190} INFO - 89 1728860308
[2024-10-13T19:06:06.194-0400] {logging_mixin.py:190} INFO - 91 1728858940
[2024-10-13T19:06:06.195-0400] {logging_mixin.py:190} INFO - 92 1728859624
[2024-10-13T19:06:06.196-0400] {logging_mixin.py:190} INFO - 93 1728855432
[2024-10-13T19:06:06.197-0400] {logging_mixin.py:190} INFO - 94 1728857785
[2024-10-13T19:06:06.198-0400] {logging_mixin.py:190} INFO - 95 1728860216
[2024-10-13T19:06:06.199-0400] {logging_mixin.py:190} INFO - 96 1728860193
[2024-10-13T19:06:06.199-0400] {logging_mixin.py:190} INFO - 97 1728860587
[2024-10-13T19:06:06.200-0400] {logging_mixin.py:190} INFO - 99 1728859545
[2024-10-13T19:06:06.201-0400] {logging_mixin.py:190} INFO - 100 1728860603
[2024-10-13T19:06:06.202-0400] {logging_mixin.py:190} INFO - 101 1728860618
[2024-10-13T19:06:06.203-0400] {logging_mixin.py:190} INFO - 102 1728859088
[2024-10-13T19:06:06.204-0400] {logging_mixin.py:190} INFO - 103 1728860493
[2024-10-13T19:06:06.205-0400] {logging_mixin.py:190} INFO - 105 1728856971
[2024-10-13T19:06:06.206-0400] {logging_mixin.py:190} INFO - 106 1728858213
[2024-10-13T19:06:06.207-0400] {logging_mixin.py:190} INFO - 107 1728859764
[2024-10-13T19:06:06.207-0400] {logging_mixin.py:190} INFO - 108 1728860595
[2024-10-13T19:06:06.208-0400] {logging_mixin.py:190} INFO - 109 1728860536
[2024-10-13T19:06:06.209-0400] {logging_mixin.py:190} INFO - 110 1728859264
[2024-10-13T19:06:06.209-0400] {logging_mixin.py:190} INFO - 111 1728860211
[2024-10-13T19:06:06.210-0400] {logging_mixin.py:190} INFO - 112 1728860488
[2024-10-13T19:06:06.210-0400] {logging_mixin.py:190} INFO - 113 1728860243
[2024-10-13T19:06:06.211-0400] {logging_mixin.py:190} INFO - 114 1728858738
[2024-10-13T19:06:06.212-0400] {logging_mixin.py:190} INFO - 115 1728860029
[2024-10-13T19:06:06.213-0400] {logging_mixin.py:190} INFO - 116 1728859722
[2024-10-13T19:06:06.214-0400] {logging_mixin.py:190} INFO - 118 1728859731
[2024-10-13T19:06:06.215-0400] {logging_mixin.py:190} INFO - 119 1728860551
[2024-10-13T19:06:06.216-0400] {logging_mixin.py:190} INFO - 120 1728860461
[2024-10-13T19:06:06.217-0400] {logging_mixin.py:190} INFO - 121 1728860695
[2024-10-13T19:06:06.218-0400] {logging_mixin.py:190} INFO - 122 1728860303
[2024-10-13T19:06:06.219-0400] {logging_mixin.py:190} INFO - 123 1728860332
[2024-10-13T19:06:06.219-0400] {logging_mixin.py:190} INFO - 124 1728860483
[2024-10-13T19:06:06.220-0400] {logging_mixin.py:190} INFO - 125 1728859695
[2024-10-13T19:06:06.221-0400] {logging_mixin.py:190} INFO - 126 1728860548
[2024-10-13T19:06:06.222-0400] {logging_mixin.py:190} INFO - 127 1728860163
[2024-10-13T19:06:06.223-0400] {logging_mixin.py:190} INFO - 128 1728859922
[2024-10-13T19:06:06.224-0400] {logging_mixin.py:190} INFO - 129 1728859378
[2024-10-13T19:06:06.225-0400] {logging_mixin.py:190} INFO - 131 1728860486
[2024-10-13T19:06:06.226-0400] {logging_mixin.py:190} INFO - 132 1728858284
[2024-10-13T19:06:06.227-0400] {logging_mixin.py:190} INFO - 133 1728860688
[2024-10-13T19:06:06.227-0400] {logging_mixin.py:190} INFO - 134 1728860758
[2024-10-13T19:06:06.228-0400] {logging_mixin.py:190} INFO - 135 1728860309
[2024-10-13T19:06:06.228-0400] {logging_mixin.py:190} INFO - 136 1728858594
[2024-10-13T19:06:06.229-0400] {logging_mixin.py:190} INFO - 137 1728860578
[2024-10-13T19:06:06.230-0400] {logging_mixin.py:190} INFO - 138 1728860379
[2024-10-13T19:06:06.231-0400] {logging_mixin.py:190} INFO - 139 1728860426
[2024-10-13T19:06:06.232-0400] {logging_mixin.py:190} INFO - 140 1728859163
[2024-10-13T19:06:06.232-0400] {logging_mixin.py:190} INFO - 141 1728860494
[2024-10-13T19:06:06.233-0400] {logging_mixin.py:190} INFO - 142 1728860554
[2024-10-13T19:06:06.234-0400] {logging_mixin.py:190} INFO - 143 1728860367
[2024-10-13T19:06:06.236-0400] {logging_mixin.py:190} INFO - 144 1728860444
[2024-10-13T19:06:06.237-0400] {logging_mixin.py:190} INFO - 145 1728860261
[2024-10-13T19:06:06.237-0400] {logging_mixin.py:190} INFO - 146 1728860353
[2024-10-13T19:06:06.238-0400] {logging_mixin.py:190} INFO - 147 1728858593
[2024-10-13T19:06:06.239-0400] {logging_mixin.py:190} INFO - 148 1728860759
[2024-10-13T19:06:06.240-0400] {logging_mixin.py:190} INFO - 149 1728859952
[2024-10-13T19:06:06.241-0400] {logging_mixin.py:190} INFO - 150 1728860760
[2024-10-13T19:06:06.242-0400] {logging_mixin.py:190} INFO - 151 1728860609
[2024-10-13T19:06:06.243-0400] {logging_mixin.py:190} INFO - 152 1728860536
[2024-10-13T19:06:06.244-0400] {logging_mixin.py:190} INFO - 153 1728859819
[2024-10-13T19:06:06.244-0400] {logging_mixin.py:190} INFO - 154 1728860662
[2024-10-13T19:06:06.245-0400] {logging_mixin.py:190} INFO - 155 1728860387
[2024-10-13T19:06:06.246-0400] {logging_mixin.py:190} INFO - 156 1728860492
[2024-10-13T19:06:06.246-0400] {logging_mixin.py:190} INFO - 157 1728860431
[2024-10-13T19:06:06.247-0400] {logging_mixin.py:190} INFO - 158 1728860702
[2024-10-13T19:06:06.248-0400] {logging_mixin.py:190} INFO - 159 1728859223
[2024-10-13T19:06:06.248-0400] {logging_mixin.py:190} INFO - 160 1728859519
[2024-10-13T19:06:06.249-0400] {logging_mixin.py:190} INFO - 161 1728859902
[2024-10-13T19:06:06.250-0400] {logging_mixin.py:190} INFO - 162 1728860394
[2024-10-13T19:06:06.250-0400] {logging_mixin.py:190} INFO - 163 1728860749
[2024-10-13T19:06:06.251-0400] {logging_mixin.py:190} INFO - 164 1728860552
[2024-10-13T19:06:06.251-0400] {logging_mixin.py:190} INFO - 165 1728860384
[2024-10-13T19:06:06.252-0400] {logging_mixin.py:190} INFO - 166 1728860259
[2024-10-13T19:06:06.253-0400] {logging_mixin.py:190} INFO - 167 1728860236
[2024-10-13T19:06:06.253-0400] {logging_mixin.py:190} INFO - 168 1728860194
[2024-10-13T19:06:06.254-0400] {logging_mixin.py:190} INFO - 169 1728860281
[2024-10-13T19:06:06.254-0400] {logging_mixin.py:190} INFO - 170 1728860276
[2024-10-13T19:06:06.255-0400] {logging_mixin.py:190} INFO - 171 1728860458
[2024-10-13T19:06:06.256-0400] {logging_mixin.py:190} INFO - 173 1728860311
[2024-10-13T19:06:06.257-0400] {logging_mixin.py:190} INFO - 174 1728860116
[2024-10-13T19:06:06.258-0400] {logging_mixin.py:190} INFO - 176 1728859996
[2024-10-13T19:06:06.259-0400] {logging_mixin.py:190} INFO - 177 1728860727
[2024-10-13T19:06:06.260-0400] {logging_mixin.py:190} INFO - 178 1728860588
[2024-10-13T19:06:06.261-0400] {logging_mixin.py:190} INFO - 179 1728860743
[2024-10-13T19:06:06.261-0400] {logging_mixin.py:190} INFO - 180 1728857514
[2024-10-13T19:06:06.263-0400] {logging_mixin.py:190} INFO - 181 1728860555
[2024-10-13T19:06:06.263-0400] {logging_mixin.py:190} INFO - 182 1728860734
[2024-10-13T19:06:06.264-0400] {logging_mixin.py:190} INFO - 183 1728860642
[2024-10-13T19:06:06.264-0400] {logging_mixin.py:190} INFO - 184 1728860702
[2024-10-13T19:06:06.265-0400] {logging_mixin.py:190} INFO - 185 1728860142
[2024-10-13T19:06:06.266-0400] {logging_mixin.py:190} INFO - 186 1728860294
[2024-10-13T19:06:06.267-0400] {logging_mixin.py:190} INFO - 187 1728860520
[2024-10-13T19:06:06.267-0400] {logging_mixin.py:190} INFO - 188 1728860757
[2024-10-13T19:06:06.268-0400] {logging_mixin.py:190} INFO - 189 1728860556
[2024-10-13T19:06:06.269-0400] {logging_mixin.py:190} INFO - 190 1728860453
[2024-10-13T19:06:06.270-0400] {logging_mixin.py:190} INFO - 191 1728860614
[2024-10-13T19:06:06.271-0400] {logging_mixin.py:190} INFO - 192 1728860330
[2024-10-13T19:06:06.272-0400] {logging_mixin.py:190} INFO - 193 1728860703
[2024-10-13T19:06:06.273-0400] {logging_mixin.py:190} INFO - 194 1728859600
[2024-10-13T19:06:06.273-0400] {logging_mixin.py:190} INFO - 195 1728860726
[2024-10-13T19:06:06.274-0400] {logging_mixin.py:190} INFO - 196 1728860155
[2024-10-13T19:06:06.275-0400] {logging_mixin.py:190} INFO - 197 1728860554
[2024-10-13T19:06:06.276-0400] {logging_mixin.py:190} INFO - 198 1728859226
[2024-10-13T19:06:06.277-0400] {logging_mixin.py:190} INFO - 199 1728860718
[2024-10-13T19:06:06.278-0400] {logging_mixin.py:190} INFO - 200 1728860548
[2024-10-13T19:06:06.279-0400] {logging_mixin.py:190} INFO - 201 1728858131
[2024-10-13T19:06:06.280-0400] {logging_mixin.py:190} INFO - 202 1728854252
[2024-10-13T19:06:06.280-0400] {logging_mixin.py:190} INFO - 203 1728860507
[2024-10-13T19:06:06.281-0400] {logging_mixin.py:190} INFO - 204 1728860756
[2024-10-13T19:06:06.282-0400] {logging_mixin.py:190} INFO - 205 1728859492
[2024-10-13T19:06:06.283-0400] {logging_mixin.py:190} INFO - 206 1728859936
[2024-10-13T19:06:06.284-0400] {logging_mixin.py:190} INFO - 207 1728860754
[2024-10-13T19:06:06.285-0400] {logging_mixin.py:190} INFO - 208 1728860760
[2024-10-13T19:06:06.286-0400] {logging_mixin.py:190} INFO - 209 1728860759
[2024-10-13T19:06:06.287-0400] {logging_mixin.py:190} INFO - 210 1728860713
[2024-10-13T19:06:06.288-0400] {logging_mixin.py:190} INFO - 211 1728860758
[2024-10-13T19:06:06.288-0400] {logging_mixin.py:190} INFO - 212 1728391856
[2024-10-13T19:06:06.289-0400] {logging_mixin.py:190} INFO - 213 1728858744
[2024-10-13T19:06:06.290-0400] {logging_mixin.py:190} INFO - 214 1728860714
[2024-10-13T19:06:06.290-0400] {logging_mixin.py:190} INFO - 215 1728860518
[2024-10-13T19:06:06.291-0400] {logging_mixin.py:190} INFO - 216 1728859862
[2024-10-13T19:06:06.292-0400] {logging_mixin.py:190} INFO - 217 1728859276
[2024-10-13T19:06:06.292-0400] {logging_mixin.py:190} INFO - 218 1728860746
[2024-10-13T19:06:06.293-0400] {logging_mixin.py:190} INFO - 219 1728860689
[2024-10-13T19:06:06.294-0400] {logging_mixin.py:190} INFO - 220 1728860255
[2024-10-13T19:06:06.295-0400] {logging_mixin.py:190} INFO - 221 1728860537
[2024-10-13T19:06:06.296-0400] {logging_mixin.py:190} INFO - 222 1728860719
[2024-10-13T19:06:06.296-0400] {logging_mixin.py:190} INFO - 223 1728860649
[2024-10-13T19:06:06.297-0400] {logging_mixin.py:190} INFO - 224 1728860638
[2024-10-13T19:06:06.298-0400] {logging_mixin.py:190} INFO - 225 1728859930
[2024-10-13T19:06:06.298-0400] {logging_mixin.py:190} INFO - 226 1728860548
[2024-10-13T19:06:06.299-0400] {logging_mixin.py:190} INFO - 227 1728860639
[2024-10-13T19:06:06.299-0400] {logging_mixin.py:190} INFO - 228 1728859455
[2024-10-13T19:06:06.300-0400] {logging_mixin.py:190} INFO - 229 1728860599
[2024-10-13T19:06:06.301-0400] {logging_mixin.py:190} INFO - 230 1728860416
[2024-10-13T19:06:06.301-0400] {logging_mixin.py:190} INFO - 232 1728859278
[2024-10-13T19:06:06.302-0400] {logging_mixin.py:190} INFO - 233 1728860587
[2024-10-13T19:06:06.302-0400] {logging_mixin.py:190} INFO - 234 1728860463
[2024-10-13T19:06:06.303-0400] {logging_mixin.py:190} INFO - 236 1728858440
[2024-10-13T19:06:06.304-0400] {logging_mixin.py:190} INFO - 237 1728860706
[2024-10-13T19:06:06.304-0400] {logging_mixin.py:190} INFO - 239 1728860683
[2024-10-13T19:06:06.305-0400] {logging_mixin.py:190} INFO - 241 1728860659
[2024-10-13T19:06:06.306-0400] {logging_mixin.py:190} INFO - 242 1728860198
[2024-10-13T19:06:06.306-0400] {logging_mixin.py:190} INFO - 243 1728860048
[2024-10-13T19:06:06.307-0400] {logging_mixin.py:190} INFO - 244 1728860496
[2024-10-13T19:06:06.307-0400] {logging_mixin.py:190} INFO - 245 1728659352
[2024-10-13T19:06:06.308-0400] {logging_mixin.py:190} INFO - 246 1728859728
[2024-10-13T19:06:06.309-0400] {logging_mixin.py:190} INFO - 247 1728859688
[2024-10-13T19:06:06.309-0400] {logging_mixin.py:190} INFO - 248 1728860718
[2024-10-13T19:06:06.310-0400] {logging_mixin.py:190} INFO - 249 1728860656
[2024-10-13T19:06:06.310-0400] {logging_mixin.py:190} INFO - 250 1728860412
[2024-10-13T19:06:06.311-0400] {logging_mixin.py:190} INFO - 251 1728860465
[2024-10-13T19:06:06.312-0400] {logging_mixin.py:190} INFO - 253 1728860342
[2024-10-13T19:06:06.312-0400] {logging_mixin.py:190} INFO - 254 1728860746
[2024-10-13T19:06:06.313-0400] {logging_mixin.py:190} INFO - 255 1728857738
[2024-10-13T19:06:06.313-0400] {logging_mixin.py:190} INFO - 256 1728860682
[2024-10-13T19:06:06.314-0400] {logging_mixin.py:190} INFO - 257 1728859748
[2024-10-13T19:06:06.315-0400] {logging_mixin.py:190} INFO - 258 1728860277
[2024-10-13T19:06:06.316-0400] {logging_mixin.py:190} INFO - 259 1728859453
[2024-10-13T19:06:06.317-0400] {logging_mixin.py:190} INFO - 260 1728860480
[2024-10-13T19:06:06.318-0400] {logging_mixin.py:190} INFO - 261 1728860399
[2024-10-13T19:06:06.318-0400] {logging_mixin.py:190} INFO - 262 1728860609
[2024-10-13T19:06:06.319-0400] {logging_mixin.py:190} INFO - 263 1728860745
[2024-10-13T19:06:06.320-0400] {logging_mixin.py:190} INFO - 264 1728859790
[2024-10-13T19:06:06.321-0400] {logging_mixin.py:190} INFO - 265 1728859964
[2024-10-13T19:06:06.322-0400] {logging_mixin.py:190} INFO - 266 1728859234
[2024-10-13T19:06:06.322-0400] {logging_mixin.py:190} INFO - 267 1728854175
[2024-10-13T19:06:06.323-0400] {logging_mixin.py:190} INFO - 268 1728860398
[2024-10-13T19:06:06.324-0400] {logging_mixin.py:190} INFO - 269 1728858320
[2024-10-13T19:06:06.325-0400] {logging_mixin.py:190} INFO - 270 1728860392
[2024-10-13T19:06:06.326-0400] {logging_mixin.py:190} INFO - 271 1728860560
[2024-10-13T19:06:06.327-0400] {logging_mixin.py:190} INFO - 272 1728856257
[2024-10-13T19:06:06.328-0400] {logging_mixin.py:190} INFO - 273 1728860691
[2024-10-13T19:06:06.328-0400] {logging_mixin.py:190} INFO - 274 1728860024
[2024-10-13T19:06:06.329-0400] {logging_mixin.py:190} INFO - 275 1728859479
[2024-10-13T19:06:06.330-0400] {logging_mixin.py:190} INFO - 276 1728860729
[2024-10-13T19:06:06.330-0400] {logging_mixin.py:190} INFO - 277 1728860185
[2024-10-13T19:06:06.331-0400] {logging_mixin.py:190} INFO - 278 1728860711
[2024-10-13T19:06:06.332-0400] {logging_mixin.py:190} INFO - 279 1728860634
[2024-10-13T19:06:06.332-0400] {logging_mixin.py:190} INFO - 280 1728860472
[2024-10-13T19:06:06.333-0400] {logging_mixin.py:190} INFO - 281 1728860101
[2024-10-13T19:06:06.333-0400] {logging_mixin.py:190} INFO - 282 1728860744
[2024-10-13T19:06:06.334-0400] {logging_mixin.py:190} INFO - 283 1728860091
[2024-10-13T19:06:06.335-0400] {logging_mixin.py:190} INFO - 284 1728860191
[2024-10-13T19:06:06.335-0400] {logging_mixin.py:190} INFO - 285 1728859054
[2024-10-13T19:06:06.336-0400] {logging_mixin.py:190} INFO - 286 1728860744
