[2024-10-13T18:10:45.665-0400] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-13T18:10:45.683-0400] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:10:20.926514+00:00 [queued]>
[2024-10-13T18:10:45.692-0400] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:10:20.926514+00:00 [queued]>
[2024-10-13T18:10:45.692-0400] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-13T18:10:45.709-0400] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): extract_task> on 2024-10-13 22:10:20.926514+00:00
[2024-10-13T18:10:45.720-0400] {standard_task_runner.py:72} INFO - Started process 89958 to run task
[2024-10-13T18:10:45.727-0400] {clientserver.py:543} INFO - Closing down clientserver connection
[2024-10-13T18:10:45.739-0400] {standard_task_runner.py:104} INFO - Running: ['airflow', 'tasks', 'run', 'bixi_etl_pipeline', 'extract_task', 'manual__2024-10-13T22:10:20.926514+00:00', '--job-id', '200', '--raw', '--subdir', 'DAGS_FOLDER/bixi_etl_pipeline.py', '--cfg-path', '/var/folders/bj/4z3t139j7xj2qng4wk4y16ym0000gn/T/tmpinrt1msb']
[2024-10-13T18:10:45.740-0400] {standard_task_runner.py:105} INFO - Job 200: Subtask extract_task
[2024-10-13T18:10:45.815-0400] {task_command.py:467} INFO - Running <TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:10:20.926514+00:00 [running]> on host karendembp.home
[2024-10-13T18:10:46.147-0400] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='bixi_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_task' AIRFLOW_CTX_EXECUTION_DATE='2024-10-13T22:10:20.926514+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-13T22:10:20.926514+00:00'
[2024-10-13T18:10:46.149-0400] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-13T18:10:46.150-0400] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-13T18:10:46.151-0400] {logging_mixin.py:190} INFO - Current task name:extract_task state:running start_date:2024-10-13 22:10:45.683699+00:00
[2024-10-13T18:10:46.152-0400] {logging_mixin.py:190} INFO - Dag name:bixi_etl_pipeline and current dag run status:running
[2024-10-13T18:10:46.153-0400] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-13T18:10:46.641-0400] {logging_mixin.py:190} INFO - 36 1728857025
[2024-10-13T18:10:46.641-0400] {logging_mixin.py:190} INFO - 37 1728857432
[2024-10-13T18:10:46.642-0400] {logging_mixin.py:190} INFO - 38 1728856820
[2024-10-13T18:10:46.643-0400] {logging_mixin.py:190} INFO - 39 1728857341
[2024-10-13T18:10:46.644-0400] {logging_mixin.py:190} INFO - 40 1728857433
[2024-10-13T18:10:46.645-0400] {logging_mixin.py:190} INFO - 41 1728855189
[2024-10-13T18:10:46.646-0400] {logging_mixin.py:190} INFO - 43 1728855397
[2024-10-13T18:10:46.647-0400] {logging_mixin.py:190} INFO - 45 1728857311
[2024-10-13T18:10:46.648-0400] {logging_mixin.py:190} INFO - 46 1728856943
[2024-10-13T18:10:46.649-0400] {logging_mixin.py:190} INFO - 47 1728857216
[2024-10-13T18:10:46.650-0400] {logging_mixin.py:190} INFO - 48 1728855146
[2024-10-13T18:10:46.651-0400] {logging_mixin.py:190} INFO - 49 1728856283
[2024-10-13T18:10:46.652-0400] {logging_mixin.py:190} INFO - 50 1728857407
[2024-10-13T18:10:46.653-0400] {logging_mixin.py:190} INFO - 51 1728857317
[2024-10-13T18:10:46.654-0400] {logging_mixin.py:190} INFO - 52 1728857328
[2024-10-13T18:10:46.655-0400] {logging_mixin.py:190} INFO - 55 1728855430
[2024-10-13T18:10:46.655-0400] {logging_mixin.py:190} INFO - 56 1728856973
[2024-10-13T18:10:46.656-0400] {logging_mixin.py:190} INFO - 57 1728857062
[2024-10-13T18:10:46.657-0400] {logging_mixin.py:190} INFO - 59 1728857431
[2024-10-13T18:10:46.658-0400] {logging_mixin.py:190} INFO - 60 1728857422
[2024-10-13T18:10:46.659-0400] {logging_mixin.py:190} INFO - 61 1728857374
[2024-10-13T18:10:46.660-0400] {logging_mixin.py:190} INFO - 62 1728857424
[2024-10-13T18:10:46.661-0400] {logging_mixin.py:190} INFO - 63 1728856085
[2024-10-13T18:10:46.662-0400] {logging_mixin.py:190} INFO - 64 1728856955
[2024-10-13T18:10:46.663-0400] {logging_mixin.py:190} INFO - 65 1728856113
[2024-10-13T18:10:46.663-0400] {logging_mixin.py:190} INFO - 67 1728856980
[2024-10-13T18:10:46.664-0400] {logging_mixin.py:190} INFO - 68 1728857167
[2024-10-13T18:10:46.665-0400] {logging_mixin.py:190} INFO - 69 1728856943
[2024-10-13T18:10:46.666-0400] {logging_mixin.py:190} INFO - 71 1728857347
[2024-10-13T18:10:46.667-0400] {logging_mixin.py:190} INFO - 72 1728856625
[2024-10-13T18:10:46.668-0400] {logging_mixin.py:190} INFO - 73 1728857394
[2024-10-13T18:10:46.669-0400] {logging_mixin.py:190} INFO - 74 1728855728
[2024-10-13T18:10:46.670-0400] {logging_mixin.py:190} INFO - 75 1728857180
[2024-10-13T18:10:46.671-0400] {logging_mixin.py:190} INFO - 76 1728857281
[2024-10-13T18:10:46.672-0400] {logging_mixin.py:190} INFO - 77 1728857256
[2024-10-13T18:10:46.673-0400] {logging_mixin.py:190} INFO - 78 1728857397
[2024-10-13T18:10:46.674-0400] {logging_mixin.py:190} INFO - 79 1728856389
[2024-10-13T18:10:46.675-0400] {logging_mixin.py:190} INFO - 80 1728857213
[2024-10-13T18:10:46.675-0400] {logging_mixin.py:190} INFO - 81 1728857288
[2024-10-13T18:10:46.676-0400] {logging_mixin.py:190} INFO - 82 1728857357
[2024-10-13T18:10:46.677-0400] {logging_mixin.py:190} INFO - 83 1728857304
[2024-10-13T18:10:46.678-0400] {logging_mixin.py:190} INFO - 84 1728856748
[2024-10-13T18:10:46.679-0400] {logging_mixin.py:190} INFO - 85 1728856037
[2024-10-13T18:10:46.680-0400] {logging_mixin.py:190} INFO - 86 1728856559
[2024-10-13T18:10:46.681-0400] {logging_mixin.py:190} INFO - 87 1728857166
[2024-10-13T18:10:46.682-0400] {logging_mixin.py:190} INFO - 88 1728857345
[2024-10-13T18:10:46.683-0400] {logging_mixin.py:190} INFO - 89 1728857397
[2024-10-13T18:10:46.684-0400] {logging_mixin.py:190} INFO - 91 1728856746
[2024-10-13T18:10:46.685-0400] {logging_mixin.py:190} INFO - 92 1728857389
[2024-10-13T18:10:46.686-0400] {logging_mixin.py:190} INFO - 93 1728855432
[2024-10-13T18:10:46.687-0400] {logging_mixin.py:190} INFO - 94 1728856404
[2024-10-13T18:10:46.688-0400] {logging_mixin.py:190} INFO - 95 1728856565
[2024-10-13T18:10:46.689-0400] {logging_mixin.py:190} INFO - 96 1728857402
[2024-10-13T18:10:46.690-0400] {logging_mixin.py:190} INFO - 97 1728856974
[2024-10-13T18:10:46.690-0400] {logging_mixin.py:190} INFO - 99 1728856866
[2024-10-13T18:10:46.691-0400] {logging_mixin.py:190} INFO - 100 1728856802
[2024-10-13T18:10:46.692-0400] {logging_mixin.py:190} INFO - 101 1728857398
[2024-10-13T18:10:46.693-0400] {logging_mixin.py:190} INFO - 102 1728857349
[2024-10-13T18:10:46.693-0400] {logging_mixin.py:190} INFO - 103 1728857160
[2024-10-13T18:10:46.694-0400] {logging_mixin.py:190} INFO - 105 1728856971
[2024-10-13T18:10:46.695-0400] {logging_mixin.py:190} INFO - 106 1728856624
[2024-10-13T18:10:46.696-0400] {logging_mixin.py:190} INFO - 107 1728857423
[2024-10-13T18:10:46.697-0400] {logging_mixin.py:190} INFO - 108 1728857169
[2024-10-13T18:10:46.698-0400] {logging_mixin.py:190} INFO - 109 1728856844
[2024-10-13T18:10:46.699-0400] {logging_mixin.py:190} INFO - 110 1728857209
[2024-10-13T18:10:46.700-0400] {logging_mixin.py:190} INFO - 111 1728857389
[2024-10-13T18:10:46.701-0400] {logging_mixin.py:190} INFO - 112 1728854550
[2024-10-13T18:10:46.702-0400] {logging_mixin.py:190} INFO - 113 1728857355
[2024-10-13T18:10:46.703-0400] {logging_mixin.py:190} INFO - 114 1728854967
[2024-10-13T18:10:46.704-0400] {logging_mixin.py:190} INFO - 115 1728857315
[2024-10-13T18:10:46.705-0400] {logging_mixin.py:190} INFO - 116 1728857187
[2024-10-13T18:10:46.706-0400] {logging_mixin.py:190} INFO - 118 1728857357
[2024-10-13T18:10:46.707-0400] {logging_mixin.py:190} INFO - 119 1728857127
[2024-10-13T18:10:46.708-0400] {logging_mixin.py:190} INFO - 120 1728856936
[2024-10-13T18:10:46.709-0400] {logging_mixin.py:190} INFO - 121 1728857411
[2024-10-13T18:10:46.710-0400] {logging_mixin.py:190} INFO - 122 1728857230
[2024-10-13T18:10:46.711-0400] {logging_mixin.py:190} INFO - 123 1728856792
[2024-10-13T18:10:46.712-0400] {logging_mixin.py:190} INFO - 124 1728857358
[2024-10-13T18:10:46.713-0400] {logging_mixin.py:190} INFO - 125 1728856419
[2024-10-13T18:10:46.714-0400] {logging_mixin.py:190} INFO - 126 1728856740
[2024-10-13T18:10:46.716-0400] {logging_mixin.py:190} INFO - 127 1728857418
[2024-10-13T18:10:46.717-0400] {logging_mixin.py:190} INFO - 128 1728857327
[2024-10-13T18:10:46.718-0400] {logging_mixin.py:190} INFO - 129 1728856910
[2024-10-13T18:10:46.719-0400] {logging_mixin.py:190} INFO - 131 1728857403
[2024-10-13T18:10:46.720-0400] {logging_mixin.py:190} INFO - 132 1728856393
[2024-10-13T18:10:46.721-0400] {logging_mixin.py:190} INFO - 133 1728857143
[2024-10-13T18:10:46.722-0400] {logging_mixin.py:190} INFO - 134 1728857320
[2024-10-13T18:10:46.723-0400] {logging_mixin.py:190} INFO - 135 1728856752
[2024-10-13T18:10:46.724-0400] {logging_mixin.py:190} INFO - 136 1728857292
[2024-10-13T18:10:46.725-0400] {logging_mixin.py:190} INFO - 137 1728857248
[2024-10-13T18:10:46.726-0400] {logging_mixin.py:190} INFO - 138 1728857013
[2024-10-13T18:10:46.727-0400] {logging_mixin.py:190} INFO - 139 1728856872
[2024-10-13T18:10:46.728-0400] {logging_mixin.py:190} INFO - 140 1728857376
[2024-10-13T18:10:46.729-0400] {logging_mixin.py:190} INFO - 141 1728857379
[2024-10-13T18:10:46.730-0400] {logging_mixin.py:190} INFO - 142 1728857085
[2024-10-13T18:10:46.731-0400] {logging_mixin.py:190} INFO - 143 1728857377
[2024-10-13T18:10:46.732-0400] {logging_mixin.py:190} INFO - 144 1728857429
[2024-10-13T18:10:46.733-0400] {logging_mixin.py:190} INFO - 145 1728857094
[2024-10-13T18:10:46.734-0400] {logging_mixin.py:190} INFO - 146 1728856080
[2024-10-13T18:10:46.735-0400] {logging_mixin.py:190} INFO - 147 1728856686
[2024-10-13T18:10:46.736-0400] {logging_mixin.py:190} INFO - 148 1728857327
[2024-10-13T18:10:46.737-0400] {logging_mixin.py:190} INFO - 149 1728857069
[2024-10-13T18:10:46.738-0400] {logging_mixin.py:190} INFO - 150 1728857229
[2024-10-13T18:10:46.739-0400] {logging_mixin.py:190} INFO - 151 1728857291
[2024-10-13T18:10:46.740-0400] {logging_mixin.py:190} INFO - 152 1728857309
[2024-10-13T18:10:46.740-0400] {logging_mixin.py:190} INFO - 153 1728857362
[2024-10-13T18:10:46.741-0400] {logging_mixin.py:190} INFO - 154 1728857412
[2024-10-13T18:10:46.742-0400] {logging_mixin.py:190} INFO - 155 1728856462
[2024-10-13T18:10:46.743-0400] {logging_mixin.py:190} INFO - 156 1728857247
[2024-10-13T18:10:46.744-0400] {logging_mixin.py:190} INFO - 157 1728857373
[2024-10-13T18:10:46.744-0400] {logging_mixin.py:190} INFO - 158 1728857418
[2024-10-13T18:10:46.745-0400] {logging_mixin.py:190} INFO - 159 1728855617
[2024-10-13T18:10:46.746-0400] {logging_mixin.py:190} INFO - 160 1728857232
[2024-10-13T18:10:46.747-0400] {logging_mixin.py:190} INFO - 161 1728856707
[2024-10-13T18:10:46.748-0400] {logging_mixin.py:190} INFO - 162 1728857073
[2024-10-13T18:10:46.749-0400] {logging_mixin.py:190} INFO - 163 1728857261
[2024-10-13T18:10:46.750-0400] {logging_mixin.py:190} INFO - 164 1728857372
[2024-10-13T18:10:46.751-0400] {logging_mixin.py:190} INFO - 165 1728857431
[2024-10-13T18:10:46.753-0400] {logging_mixin.py:190} INFO - 166 1728857238
[2024-10-13T18:10:46.754-0400] {logging_mixin.py:190} INFO - 167 1728856992
[2024-10-13T18:10:46.756-0400] {logging_mixin.py:190} INFO - 168 1728857003
[2024-10-13T18:10:46.757-0400] {logging_mixin.py:190} INFO - 169 1728857329
[2024-10-13T18:10:46.758-0400] {logging_mixin.py:190} INFO - 170 1728857430
[2024-10-13T18:10:46.759-0400] {logging_mixin.py:190} INFO - 171 1728856715
[2024-10-13T18:10:46.760-0400] {logging_mixin.py:190} INFO - 173 1728856755
[2024-10-13T18:10:46.761-0400] {logging_mixin.py:190} INFO - 174 1728857258
[2024-10-13T18:10:46.762-0400] {logging_mixin.py:190} INFO - 176 1728857347
[2024-10-13T18:10:46.763-0400] {logging_mixin.py:190} INFO - 177 1728857198
[2024-10-13T18:10:46.765-0400] {logging_mixin.py:190} INFO - 178 1728857063
[2024-10-13T18:10:46.766-0400] {logging_mixin.py:190} INFO - 179 1728857421
[2024-10-13T18:10:46.767-0400] {logging_mixin.py:190} INFO - 180 1728857411
[2024-10-13T18:10:46.768-0400] {logging_mixin.py:190} INFO - 181 1728857032
[2024-10-13T18:10:46.769-0400] {logging_mixin.py:190} INFO - 182 1728857099
[2024-10-13T18:10:46.770-0400] {logging_mixin.py:190} INFO - 183 1728857428
[2024-10-13T18:10:46.771-0400] {logging_mixin.py:190} INFO - 184 1728857419
[2024-10-13T18:10:46.772-0400] {logging_mixin.py:190} INFO - 185 1728854879
[2024-10-13T18:10:46.773-0400] {logging_mixin.py:190} INFO - 186 1728857170
[2024-10-13T18:10:46.774-0400] {logging_mixin.py:190} INFO - 187 1728857087
[2024-10-13T18:10:46.775-0400] {logging_mixin.py:190} INFO - 188 1728855700
[2024-10-13T18:10:46.776-0400] {logging_mixin.py:190} INFO - 189 1728857146
[2024-10-13T18:10:46.777-0400] {logging_mixin.py:190} INFO - 190 1728857357
[2024-10-13T18:10:46.778-0400] {logging_mixin.py:190} INFO - 191 1728857353
[2024-10-13T18:10:46.780-0400] {logging_mixin.py:190} INFO - 192 1728856597
[2024-10-13T18:10:46.781-0400] {logging_mixin.py:190} INFO - 193 1728856968
[2024-10-13T18:10:46.782-0400] {logging_mixin.py:190} INFO - 194 1728856887
[2024-10-13T18:10:46.783-0400] {logging_mixin.py:190} INFO - 195 1728856191
[2024-10-13T18:10:46.783-0400] {logging_mixin.py:190} INFO - 196 1728857176
[2024-10-13T18:10:46.784-0400] {logging_mixin.py:190} INFO - 197 1728856317
[2024-10-13T18:10:46.785-0400] {logging_mixin.py:190} INFO - 198 1728857413
[2024-10-13T18:10:46.786-0400] {logging_mixin.py:190} INFO - 199 1728857139
[2024-10-13T18:10:46.787-0400] {logging_mixin.py:190} INFO - 200 1728855801
[2024-10-13T18:10:46.788-0400] {logging_mixin.py:190} INFO - 201 1728857335
[2024-10-13T18:10:46.789-0400] {logging_mixin.py:190} INFO - 202 1728854252
[2024-10-13T18:10:46.790-0400] {logging_mixin.py:190} INFO - 203 1728857435
[2024-10-13T18:10:46.791-0400] {logging_mixin.py:190} INFO - 204 1728857389
[2024-10-13T18:10:46.792-0400] {logging_mixin.py:190} INFO - 205 1728857305
[2024-10-13T18:10:46.793-0400] {logging_mixin.py:190} INFO - 206 1728857205
[2024-10-13T18:10:46.794-0400] {logging_mixin.py:190} INFO - 207 1728857348
[2024-10-13T18:10:46.795-0400] {logging_mixin.py:190} INFO - 208 1728857179
[2024-10-13T18:10:46.796-0400] {logging_mixin.py:190} INFO - 209 1728857313
[2024-10-13T18:10:46.797-0400] {logging_mixin.py:190} INFO - 210 1728857416
[2024-10-13T18:10:46.798-0400] {logging_mixin.py:190} INFO - 211 1728857402
[2024-10-13T18:10:46.799-0400] {logging_mixin.py:190} INFO - 212 1728391856
[2024-10-13T18:10:46.800-0400] {logging_mixin.py:190} INFO - 213 1728857129
[2024-10-13T18:10:46.801-0400] {logging_mixin.py:190} INFO - 214 1728857164
[2024-10-13T18:10:46.802-0400] {logging_mixin.py:190} INFO - 215 1728857366
[2024-10-13T18:10:46.803-0400] {logging_mixin.py:190} INFO - 216 1728856272
[2024-10-13T18:10:46.804-0400] {logging_mixin.py:190} INFO - 217 1728857383
[2024-10-13T18:10:46.805-0400] {logging_mixin.py:190} INFO - 218 1728857288
[2024-10-13T18:10:46.806-0400] {logging_mixin.py:190} INFO - 219 1728856550
[2024-10-13T18:10:46.807-0400] {logging_mixin.py:190} INFO - 220 1728857064
[2024-10-13T18:10:46.808-0400] {logging_mixin.py:190} INFO - 221 1728857340
[2024-10-13T18:10:46.809-0400] {logging_mixin.py:190} INFO - 222 1728857335
[2024-10-13T18:10:46.810-0400] {logging_mixin.py:190} INFO - 223 1728856678
[2024-10-13T18:10:46.811-0400] {logging_mixin.py:190} INFO - 224 1728857358
[2024-10-13T18:10:46.812-0400] {logging_mixin.py:190} INFO - 225 1728856587
[2024-10-13T18:10:46.813-0400] {logging_mixin.py:190} INFO - 226 1728856993
[2024-10-13T18:10:46.814-0400] {logging_mixin.py:190} INFO - 227 1728857401
[2024-10-13T18:10:46.815-0400] {logging_mixin.py:190} INFO - 228 1728857302
[2024-10-13T18:10:46.816-0400] {logging_mixin.py:190} INFO - 229 1728856685
[2024-10-13T18:10:46.817-0400] {logging_mixin.py:190} INFO - 230 1728857187
[2024-10-13T18:10:46.818-0400] {logging_mixin.py:190} INFO - 232 1728857251
[2024-10-13T18:10:46.819-0400] {logging_mixin.py:190} INFO - 233 1728856334
[2024-10-13T18:10:46.820-0400] {logging_mixin.py:190} INFO - 234 1728857175
[2024-10-13T18:10:46.822-0400] {logging_mixin.py:190} INFO - 236 1728856676
[2024-10-13T18:10:46.823-0400] {logging_mixin.py:190} INFO - 237 1728857073
[2024-10-13T18:10:46.824-0400] {logging_mixin.py:190} INFO - 239 1728856466
[2024-10-13T18:10:46.825-0400] {logging_mixin.py:190} INFO - 241 1728856997
[2024-10-13T18:10:46.825-0400] {logging_mixin.py:190} INFO - 242 1728857360
[2024-10-13T18:10:46.826-0400] {logging_mixin.py:190} INFO - 243 1728857433
[2024-10-13T18:10:46.827-0400] {logging_mixin.py:190} INFO - 244 1728857344
[2024-10-13T18:10:46.828-0400] {logging_mixin.py:190} INFO - 245 1728659352
[2024-10-13T18:10:46.829-0400] {logging_mixin.py:190} INFO - 246 1728857275
[2024-10-13T18:10:46.830-0400] {logging_mixin.py:190} INFO - 247 1728857411
[2024-10-13T18:10:46.831-0400] {logging_mixin.py:190} INFO - 248 1728857335
[2024-10-13T18:10:46.832-0400] {logging_mixin.py:190} INFO - 249 1728857057
[2024-10-13T18:10:46.834-0400] {logging_mixin.py:190} INFO - 250 1728857388
[2024-10-13T18:10:46.835-0400] {logging_mixin.py:190} INFO - 251 1728857425
[2024-10-13T18:10:46.835-0400] {logging_mixin.py:190} INFO - 253 1728857424
[2024-10-13T18:10:46.836-0400] {logging_mixin.py:190} INFO - 254 1728857421
[2024-10-13T18:10:46.837-0400] {logging_mixin.py:190} INFO - 255 1728852846
[2024-10-13T18:10:46.838-0400] {logging_mixin.py:190} INFO - 256 1728857409
[2024-10-13T18:10:46.839-0400] {logging_mixin.py:190} INFO - 257 1728857059
[2024-10-13T18:10:46.840-0400] {logging_mixin.py:190} INFO - 258 1728856996
[2024-10-13T18:10:46.841-0400] {logging_mixin.py:190} INFO - 259 1728856768
[2024-10-13T18:10:46.842-0400] {logging_mixin.py:190} INFO - 260 1728856803
[2024-10-13T18:10:46.844-0400] {logging_mixin.py:190} INFO - 261 1728857254
[2024-10-13T18:10:46.845-0400] {logging_mixin.py:190} INFO - 262 1728857373
[2024-10-13T18:10:46.846-0400] {logging_mixin.py:190} INFO - 263 1728857279
[2024-10-13T18:10:46.847-0400] {logging_mixin.py:190} INFO - 264 1728856409
[2024-10-13T18:10:46.848-0400] {logging_mixin.py:190} INFO - 265 1728856539
[2024-10-13T18:10:46.849-0400] {logging_mixin.py:190} INFO - 266 1728857323
[2024-10-13T18:10:46.850-0400] {logging_mixin.py:190} INFO - 267 1728854175
[2024-10-13T18:10:46.851-0400] {logging_mixin.py:190} INFO - 268 1728853556
[2024-10-13T18:10:46.852-0400] {logging_mixin.py:190} INFO - 269 1728857136
[2024-10-13T18:10:46.853-0400] {logging_mixin.py:190} INFO - 270 1728857376
[2024-10-13T18:10:46.854-0400] {logging_mixin.py:190} INFO - 271 1728857159
[2024-10-13T18:10:46.855-0400] {logging_mixin.py:190} INFO - 272 1728856257
[2024-10-13T18:10:46.856-0400] {logging_mixin.py:190} INFO - 273 1728857052
[2024-10-13T18:10:46.857-0400] {logging_mixin.py:190} INFO - 274 1728854709
[2024-10-13T18:10:46.858-0400] {logging_mixin.py:190} INFO - 275 1728857345
[2024-10-13T18:10:46.859-0400] {logging_mixin.py:190} INFO - 276 1728857254
[2024-10-13T18:10:46.860-0400] {logging_mixin.py:190} INFO - 277 1728856749
[2024-10-13T18:10:46.861-0400] {logging_mixin.py:190} INFO - 278 1728857307
[2024-10-13T18:10:46.862-0400] {logging_mixin.py:190} INFO - 279 1728856949
[2024-10-13T18:10:46.863-0400] {logging_mixin.py:190} INFO - 280 1728856565
[2024-10-13T18:10:46.864-0400] {logging_mixin.py:190} INFO - 281 1728855071
[2024-10-13T18:10:46.865-0400] {logging_mixin.py:190} INFO - 282 1728857387
[2024-10-13T18:10:46.866-0400] {logging_mixin.py:190} INFO - 283 1728857259
[2024-10-13T18:10:46.866-0400] {logging_mixin.py:190} INFO - 284 1728857254
[2024-10-13T18:10:46.868-0400] {logging_mixin.py:190} INFO - 285 1728857301
[2024-10-13T18:10:46.869-0400] {logging_mixin.py:190} INFO - 286 1728856181
