[2024-10-13T18:27:58.310-0400] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-13T18:27:58.329-0400] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:27:36.589125+00:00 [queued]>
[2024-10-13T18:27:58.341-0400] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:27:36.589125+00:00 [queued]>
[2024-10-13T18:27:58.341-0400] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-13T18:27:58.366-0400] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): extract_task> on 2024-10-13 22:27:36.589125+00:00
[2024-10-13T18:27:58.375-0400] {standard_task_runner.py:72} INFO - Started process 95461 to run task
[2024-10-13T18:27:58.382-0400] {clientserver.py:543} INFO - Closing down clientserver connection
[2024-10-13T18:27:58.393-0400] {standard_task_runner.py:104} INFO - Running: ['airflow', 'tasks', 'run', 'bixi_etl_pipeline', 'extract_task', 'manual__2024-10-13T22:27:36.589125+00:00', '--job-id', '209', '--raw', '--subdir', 'DAGS_FOLDER/bixi_etl_pipeline.py', '--cfg-path', '/var/folders/bj/4z3t139j7xj2qng4wk4y16ym0000gn/T/tmp1nin151w']
[2024-10-13T18:27:58.394-0400] {standard_task_runner.py:105} INFO - Job 209: Subtask extract_task
[2024-10-13T18:27:58.464-0400] {task_command.py:467} INFO - Running <TaskInstance: bixi_etl_pipeline.extract_task manual__2024-10-13T22:27:36.589125+00:00 [running]> on host karendembp.home
[2024-10-13T18:27:58.752-0400] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='bixi_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_task' AIRFLOW_CTX_EXECUTION_DATE='2024-10-13T22:27:36.589125+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-13T22:27:36.589125+00:00'
[2024-10-13T18:27:58.753-0400] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-13T18:27:58.753-0400] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-13T18:27:58.754-0400] {logging_mixin.py:190} INFO - Current task name:extract_task state:running start_date:2024-10-13 22:27:58.329836+00:00
[2024-10-13T18:27:58.755-0400] {logging_mixin.py:190} INFO - Dag name:bixi_etl_pipeline and current dag run status:running
[2024-10-13T18:27:58.756-0400] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-13T18:27:59.160-0400] {logging_mixin.py:190} INFO - 36 1728858260
[2024-10-13T18:27:59.161-0400] {logging_mixin.py:190} INFO - 37 1728858445
[2024-10-13T18:27:59.162-0400] {logging_mixin.py:190} INFO - 38 1728858276
[2024-10-13T18:27:59.162-0400] {logging_mixin.py:190} INFO - 39 1728858416
[2024-10-13T18:27:59.163-0400] {logging_mixin.py:190} INFO - 40 1728858266
[2024-10-13T18:27:59.164-0400] {logging_mixin.py:190} INFO - 41 1728857726
[2024-10-13T18:27:59.164-0400] {logging_mixin.py:190} INFO - 43 1728857936
[2024-10-13T18:27:59.165-0400] {logging_mixin.py:190} INFO - 45 1728858219
[2024-10-13T18:27:59.166-0400] {logging_mixin.py:190} INFO - 46 1728857449
[2024-10-13T18:27:59.166-0400] {logging_mixin.py:190} INFO - 47 1728858249
[2024-10-13T18:27:59.167-0400] {logging_mixin.py:190} INFO - 48 1728857962
[2024-10-13T18:27:59.167-0400] {logging_mixin.py:190} INFO - 49 1728857582
[2024-10-13T18:27:59.168-0400] {logging_mixin.py:190} INFO - 50 1728858350
[2024-10-13T18:27:59.169-0400] {logging_mixin.py:190} INFO - 51 1728858361
[2024-10-13T18:27:59.169-0400] {logging_mixin.py:190} INFO - 52 1728858038
[2024-10-13T18:27:59.170-0400] {logging_mixin.py:190} INFO - 55 1728858428
[2024-10-13T18:27:59.171-0400] {logging_mixin.py:190} INFO - 56 1728858335
[2024-10-13T18:27:59.171-0400] {logging_mixin.py:190} INFO - 57 1728858164
[2024-10-13T18:27:59.172-0400] {logging_mixin.py:190} INFO - 59 1728857431
[2024-10-13T18:27:59.173-0400] {logging_mixin.py:190} INFO - 60 1728857669
[2024-10-13T18:27:59.173-0400] {logging_mixin.py:190} INFO - 61 1728858455
[2024-10-13T18:27:59.174-0400] {logging_mixin.py:190} INFO - 62 1728858449
[2024-10-13T18:27:59.175-0400] {logging_mixin.py:190} INFO - 63 1728858364
[2024-10-13T18:27:59.176-0400] {logging_mixin.py:190} INFO - 64 1728856955
[2024-10-13T18:27:59.177-0400] {logging_mixin.py:190} INFO - 65 1728858281
[2024-10-13T18:27:59.178-0400] {logging_mixin.py:190} INFO - 67 1728857768
[2024-10-13T18:27:59.178-0400] {logging_mixin.py:190} INFO - 68 1728858034
[2024-10-13T18:27:59.179-0400] {logging_mixin.py:190} INFO - 69 1728857585
[2024-10-13T18:27:59.179-0400] {logging_mixin.py:190} INFO - 71 1728858351
[2024-10-13T18:27:59.180-0400] {logging_mixin.py:190} INFO - 72 1728858164
[2024-10-13T18:27:59.180-0400] {logging_mixin.py:190} INFO - 73 1728858413
[2024-10-13T18:27:59.181-0400] {logging_mixin.py:190} INFO - 74 1728857676
[2024-10-13T18:27:59.182-0400] {logging_mixin.py:190} INFO - 75 1728858306
[2024-10-13T18:27:59.182-0400] {logging_mixin.py:190} INFO - 76 1728858135
[2024-10-13T18:27:59.183-0400] {logging_mixin.py:190} INFO - 77 1728858276
[2024-10-13T18:27:59.183-0400] {logging_mixin.py:190} INFO - 78 1728858440
[2024-10-13T18:27:59.184-0400] {logging_mixin.py:190} INFO - 79 1728858339
[2024-10-13T18:27:59.185-0400] {logging_mixin.py:190} INFO - 80 1728858017
[2024-10-13T18:27:59.185-0400] {logging_mixin.py:190} INFO - 81 1728858136
[2024-10-13T18:27:59.186-0400] {logging_mixin.py:190} INFO - 82 1728858296
[2024-10-13T18:27:59.187-0400] {logging_mixin.py:190} INFO - 83 1728858244
[2024-10-13T18:27:59.188-0400] {logging_mixin.py:190} INFO - 84 1728858406
[2024-10-13T18:27:59.189-0400] {logging_mixin.py:190} INFO - 85 1728857446
[2024-10-13T18:27:59.190-0400] {logging_mixin.py:190} INFO - 86 1728858260
[2024-10-13T18:27:59.190-0400] {logging_mixin.py:190} INFO - 87 1728858443
[2024-10-13T18:27:59.191-0400] {logging_mixin.py:190} INFO - 88 1728858398
[2024-10-13T18:27:59.192-0400] {logging_mixin.py:190} INFO - 89 1728857942
[2024-10-13T18:27:59.194-0400] {logging_mixin.py:190} INFO - 91 1728857743
[2024-10-13T18:27:59.194-0400] {logging_mixin.py:190} INFO - 92 1728858356
[2024-10-13T18:27:59.195-0400] {logging_mixin.py:190} INFO - 93 1728855432
[2024-10-13T18:27:59.197-0400] {logging_mixin.py:190} INFO - 94 1728857785
[2024-10-13T18:27:59.198-0400] {logging_mixin.py:190} INFO - 95 1728857801
[2024-10-13T18:27:59.199-0400] {logging_mixin.py:190} INFO - 96 1728858242
[2024-10-13T18:27:59.200-0400] {logging_mixin.py:190} INFO - 97 1728858035
[2024-10-13T18:27:59.201-0400] {logging_mixin.py:190} INFO - 99 1728856866
[2024-10-13T18:27:59.202-0400] {logging_mixin.py:190} INFO - 100 1728858134
[2024-10-13T18:27:59.203-0400] {logging_mixin.py:190} INFO - 101 1728858171
[2024-10-13T18:27:59.203-0400] {logging_mixin.py:190} INFO - 102 1728857803
[2024-10-13T18:27:59.204-0400] {logging_mixin.py:190} INFO - 103 1728858418
[2024-10-13T18:27:59.205-0400] {logging_mixin.py:190} INFO - 105 1728856971
[2024-10-13T18:27:59.205-0400] {logging_mixin.py:190} INFO - 106 1728858213
[2024-10-13T18:27:59.206-0400] {logging_mixin.py:190} INFO - 107 1728857508
[2024-10-13T18:27:59.206-0400] {logging_mixin.py:190} INFO - 108 1728858378
[2024-10-13T18:27:59.207-0400] {logging_mixin.py:190} INFO - 109 1728858401
[2024-10-13T18:27:59.208-0400] {logging_mixin.py:190} INFO - 110 1728857446
[2024-10-13T18:27:59.209-0400] {logging_mixin.py:190} INFO - 111 1728858280
[2024-10-13T18:27:59.210-0400] {logging_mixin.py:190} INFO - 112 1728857825
[2024-10-13T18:27:59.211-0400] {logging_mixin.py:190} INFO - 113 1728858105
[2024-10-13T18:27:59.212-0400] {logging_mixin.py:190} INFO - 114 1728858131
[2024-10-13T18:27:59.213-0400] {logging_mixin.py:190} INFO - 115 1728857315
[2024-10-13T18:27:59.214-0400] {logging_mixin.py:190} INFO - 116 1728858248
[2024-10-13T18:27:59.215-0400] {logging_mixin.py:190} INFO - 118 1728857357
[2024-10-13T18:27:59.216-0400] {logging_mixin.py:190} INFO - 119 1728858402
[2024-10-13T18:27:59.217-0400] {logging_mixin.py:190} INFO - 120 1728858464
[2024-10-13T18:27:59.217-0400] {logging_mixin.py:190} INFO - 121 1728858425
[2024-10-13T18:27:59.218-0400] {logging_mixin.py:190} INFO - 122 1728858324
[2024-10-13T18:27:59.219-0400] {logging_mixin.py:190} INFO - 123 1728858289
[2024-10-13T18:27:59.219-0400] {logging_mixin.py:190} INFO - 124 1728857358
[2024-10-13T18:27:59.220-0400] {logging_mixin.py:190} INFO - 125 1728858187
[2024-10-13T18:27:59.221-0400] {logging_mixin.py:190} INFO - 126 1728857465
[2024-10-13T18:27:59.221-0400] {logging_mixin.py:190} INFO - 127 1728858275
[2024-10-13T18:27:59.222-0400] {logging_mixin.py:190} INFO - 128 1728858224
[2024-10-13T18:27:59.223-0400] {logging_mixin.py:190} INFO - 129 1728857755
[2024-10-13T18:27:59.224-0400] {logging_mixin.py:190} INFO - 131 1728857700
[2024-10-13T18:27:59.225-0400] {logging_mixin.py:190} INFO - 132 1728858284
[2024-10-13T18:27:59.226-0400] {logging_mixin.py:190} INFO - 133 1728858334
[2024-10-13T18:27:59.227-0400] {logging_mixin.py:190} INFO - 134 1728857775
[2024-10-13T18:27:59.228-0400] {logging_mixin.py:190} INFO - 135 1728858383
[2024-10-13T18:27:59.229-0400] {logging_mixin.py:190} INFO - 136 1728857292
[2024-10-13T18:27:59.230-0400] {logging_mixin.py:190} INFO - 137 1728858204
[2024-10-13T18:27:59.230-0400] {logging_mixin.py:190} INFO - 138 1728858119
[2024-10-13T18:27:59.231-0400] {logging_mixin.py:190} INFO - 139 1728858181
[2024-10-13T18:27:59.231-0400] {logging_mixin.py:190} INFO - 140 1728858263
[2024-10-13T18:27:59.232-0400] {logging_mixin.py:190} INFO - 141 1728858419
[2024-10-13T18:27:59.233-0400] {logging_mixin.py:190} INFO - 142 1728857085
[2024-10-13T18:27:59.233-0400] {logging_mixin.py:190} INFO - 143 1728858149
[2024-10-13T18:27:59.234-0400] {logging_mixin.py:190} INFO - 144 1728858446
[2024-10-13T18:27:59.234-0400] {logging_mixin.py:190} INFO - 145 1728858182
[2024-10-13T18:27:59.235-0400] {logging_mixin.py:190} INFO - 146 1728858343
[2024-10-13T18:27:59.235-0400] {logging_mixin.py:190} INFO - 147 1728858100
[2024-10-13T18:27:59.236-0400] {logging_mixin.py:190} INFO - 148 1728858215
[2024-10-13T18:27:59.237-0400] {logging_mixin.py:190} INFO - 149 1728857757
[2024-10-13T18:27:59.237-0400] {logging_mixin.py:190} INFO - 150 1728858173
[2024-10-13T18:27:59.238-0400] {logging_mixin.py:190} INFO - 151 1728858456
[2024-10-13T18:27:59.239-0400] {logging_mixin.py:190} INFO - 152 1728858416
[2024-10-13T18:27:59.240-0400] {logging_mixin.py:190} INFO - 153 1728858002
[2024-10-13T18:27:59.241-0400] {logging_mixin.py:190} INFO - 154 1728858379
[2024-10-13T18:27:59.241-0400] {logging_mixin.py:190} INFO - 155 1728856462
[2024-10-13T18:27:59.242-0400] {logging_mixin.py:190} INFO - 156 1728858345
[2024-10-13T18:27:59.242-0400] {logging_mixin.py:190} INFO - 157 1728858357
[2024-10-13T18:27:59.243-0400] {logging_mixin.py:190} INFO - 158 1728858281
[2024-10-13T18:27:59.244-0400] {logging_mixin.py:190} INFO - 159 1728857928
[2024-10-13T18:27:59.244-0400] {logging_mixin.py:190} INFO - 160 1728857232
[2024-10-13T18:27:59.245-0400] {logging_mixin.py:190} INFO - 161 1728857807
[2024-10-13T18:27:59.245-0400] {logging_mixin.py:190} INFO - 162 1728858389
[2024-10-13T18:27:59.246-0400] {logging_mixin.py:190} INFO - 163 1728858317
[2024-10-13T18:27:59.247-0400] {logging_mixin.py:190} INFO - 164 1728858467
[2024-10-13T18:27:59.247-0400] {logging_mixin.py:190} INFO - 165 1728858175
[2024-10-13T18:27:59.248-0400] {logging_mixin.py:190} INFO - 166 1728858309
[2024-10-13T18:27:59.248-0400] {logging_mixin.py:190} INFO - 167 1728858340
[2024-10-13T18:27:59.249-0400] {logging_mixin.py:190} INFO - 168 1728858212
[2024-10-13T18:27:59.249-0400] {logging_mixin.py:190} INFO - 169 1728858273
[2024-10-13T18:27:59.250-0400] {logging_mixin.py:190} INFO - 170 1728857430
[2024-10-13T18:27:59.251-0400] {logging_mixin.py:190} INFO - 171 1728856715
[2024-10-13T18:27:59.251-0400] {logging_mixin.py:190} INFO - 173 1728858371
[2024-10-13T18:27:59.252-0400] {logging_mixin.py:190} INFO - 174 1728858242
[2024-10-13T18:27:59.253-0400] {logging_mixin.py:190} INFO - 176 1728858395
[2024-10-13T18:27:59.254-0400] {logging_mixin.py:190} INFO - 177 1728857453
[2024-10-13T18:27:59.255-0400] {logging_mixin.py:190} INFO - 178 1728857865
[2024-10-13T18:27:59.256-0400] {logging_mixin.py:190} INFO - 179 1728858240
[2024-10-13T18:27:59.256-0400] {logging_mixin.py:190} INFO - 180 1728857514
[2024-10-13T18:27:59.257-0400] {logging_mixin.py:190} INFO - 181 1728858419
[2024-10-13T18:27:59.257-0400] {logging_mixin.py:190} INFO - 182 1728858331
[2024-10-13T18:27:59.258-0400] {logging_mixin.py:190} INFO - 183 1728858167
[2024-10-13T18:27:59.259-0400] {logging_mixin.py:190} INFO - 184 1728858334
[2024-10-13T18:27:59.260-0400] {logging_mixin.py:190} INFO - 185 1728857827
[2024-10-13T18:27:59.260-0400] {logging_mixin.py:190} INFO - 186 1728858433
[2024-10-13T18:27:59.261-0400] {logging_mixin.py:190} INFO - 187 1728858018
[2024-10-13T18:27:59.262-0400] {logging_mixin.py:190} INFO - 188 1728857635
[2024-10-13T18:27:59.262-0400] {logging_mixin.py:190} INFO - 189 1728857498
[2024-10-13T18:27:59.263-0400] {logging_mixin.py:190} INFO - 190 1728858427
[2024-10-13T18:27:59.263-0400] {logging_mixin.py:190} INFO - 191 1728858412
[2024-10-13T18:27:59.264-0400] {logging_mixin.py:190} INFO - 192 1728858456
[2024-10-13T18:27:59.265-0400] {logging_mixin.py:190} INFO - 193 1728857927
[2024-10-13T18:27:59.266-0400] {logging_mixin.py:190} INFO - 194 1728858446
[2024-10-13T18:27:59.267-0400] {logging_mixin.py:190} INFO - 195 1728858299
[2024-10-13T18:27:59.267-0400] {logging_mixin.py:190} INFO - 196 1728858456
[2024-10-13T18:27:59.268-0400] {logging_mixin.py:190} INFO - 197 1728858003
[2024-10-13T18:27:59.269-0400] {logging_mixin.py:190} INFO - 198 1728857413
[2024-10-13T18:27:59.270-0400] {logging_mixin.py:190} INFO - 199 1728858454
[2024-10-13T18:27:59.271-0400] {logging_mixin.py:190} INFO - 200 1728855801
[2024-10-13T18:27:59.272-0400] {logging_mixin.py:190} INFO - 201 1728858131
[2024-10-13T18:27:59.273-0400] {logging_mixin.py:190} INFO - 202 1728854252
[2024-10-13T18:27:59.274-0400] {logging_mixin.py:190} INFO - 203 1728858442
[2024-10-13T18:27:59.275-0400] {logging_mixin.py:190} INFO - 204 1728858395
[2024-10-13T18:27:59.276-0400] {logging_mixin.py:190} INFO - 205 1728857630
[2024-10-13T18:27:59.276-0400] {logging_mixin.py:190} INFO - 206 1728857605
[2024-10-13T18:27:59.277-0400] {logging_mixin.py:190} INFO - 207 1728857983
[2024-10-13T18:27:59.278-0400] {logging_mixin.py:190} INFO - 208 1728857179
[2024-10-13T18:27:59.279-0400] {logging_mixin.py:190} INFO - 209 1728858457
[2024-10-13T18:27:59.280-0400] {logging_mixin.py:190} INFO - 210 1728858162
[2024-10-13T18:27:59.281-0400] {logging_mixin.py:190} INFO - 211 1728858260
[2024-10-13T18:27:59.281-0400] {logging_mixin.py:190} INFO - 212 1728391856
[2024-10-13T18:27:59.282-0400] {logging_mixin.py:190} INFO - 213 1728857683
[2024-10-13T18:27:59.283-0400] {logging_mixin.py:190} INFO - 214 1728858439
[2024-10-13T18:27:59.284-0400] {logging_mixin.py:190} INFO - 215 1728857669
[2024-10-13T18:27:59.285-0400] {logging_mixin.py:190} INFO - 216 1728858412
[2024-10-13T18:27:59.286-0400] {logging_mixin.py:190} INFO - 217 1728858175
[2024-10-13T18:27:59.287-0400] {logging_mixin.py:190} INFO - 218 1728858394
[2024-10-13T18:27:59.287-0400] {logging_mixin.py:190} INFO - 219 1728858425
[2024-10-13T18:27:59.288-0400] {logging_mixin.py:190} INFO - 220 1728858016
[2024-10-13T18:27:59.289-0400] {logging_mixin.py:190} INFO - 221 1728858363
[2024-10-13T18:27:59.290-0400] {logging_mixin.py:190} INFO - 222 1728857634
[2024-10-13T18:27:59.291-0400] {logging_mixin.py:190} INFO - 223 1728856678
[2024-10-13T18:27:59.292-0400] {logging_mixin.py:190} INFO - 224 1728858371
[2024-10-13T18:27:59.293-0400] {logging_mixin.py:190} INFO - 225 1728856587
[2024-10-13T18:27:59.294-0400] {logging_mixin.py:190} INFO - 226 1728858304
[2024-10-13T18:27:59.295-0400] {logging_mixin.py:190} INFO - 227 1728858354
[2024-10-13T18:27:59.295-0400] {logging_mixin.py:190} INFO - 228 1728858055
[2024-10-13T18:27:59.296-0400] {logging_mixin.py:190} INFO - 229 1728858312
[2024-10-13T18:27:59.296-0400] {logging_mixin.py:190} INFO - 230 1728857695
[2024-10-13T18:27:59.297-0400] {logging_mixin.py:190} INFO - 232 1728858091
[2024-10-13T18:27:59.298-0400] {logging_mixin.py:190} INFO - 233 1728858025
[2024-10-13T18:27:59.298-0400] {logging_mixin.py:190} INFO - 234 1728858246
[2024-10-13T18:27:59.299-0400] {logging_mixin.py:190} INFO - 236 1728858440
[2024-10-13T18:27:59.299-0400] {logging_mixin.py:190} INFO - 237 1728858102
[2024-10-13T18:27:59.300-0400] {logging_mixin.py:190} INFO - 239 1728858299
[2024-10-13T18:27:59.301-0400] {logging_mixin.py:190} INFO - 241 1728858126
[2024-10-13T18:27:59.301-0400] {logging_mixin.py:190} INFO - 242 1728858091
[2024-10-13T18:27:59.302-0400] {logging_mixin.py:190} INFO - 243 1728857917
[2024-10-13T18:27:59.302-0400] {logging_mixin.py:190} INFO - 244 1728857344
[2024-10-13T18:27:59.303-0400] {logging_mixin.py:190} INFO - 245 1728659352
[2024-10-13T18:27:59.304-0400] {logging_mixin.py:190} INFO - 246 1728857818
[2024-10-13T18:27:59.304-0400] {logging_mixin.py:190} INFO - 247 1728858278
[2024-10-13T18:27:59.305-0400] {logging_mixin.py:190} INFO - 248 1728858178
[2024-10-13T18:27:59.306-0400] {logging_mixin.py:190} INFO - 249 1728858261
[2024-10-13T18:27:59.306-0400] {logging_mixin.py:190} INFO - 250 1728858042
[2024-10-13T18:27:59.307-0400] {logging_mixin.py:190} INFO - 251 1728858223
[2024-10-13T18:27:59.308-0400] {logging_mixin.py:190} INFO - 253 1728858417
[2024-10-13T18:27:59.309-0400] {logging_mixin.py:190} INFO - 254 1728858323
[2024-10-13T18:27:59.310-0400] {logging_mixin.py:190} INFO - 255 1728857738
[2024-10-13T18:27:59.311-0400] {logging_mixin.py:190} INFO - 256 1728858286
[2024-10-13T18:27:59.312-0400] {logging_mixin.py:190} INFO - 257 1728857451
[2024-10-13T18:27:59.313-0400] {logging_mixin.py:190} INFO - 258 1728858370
[2024-10-13T18:27:59.314-0400] {logging_mixin.py:190} INFO - 259 1728857516
[2024-10-13T18:27:59.315-0400] {logging_mixin.py:190} INFO - 260 1728858369
[2024-10-13T18:27:59.316-0400] {logging_mixin.py:190} INFO - 261 1728857254
[2024-10-13T18:27:59.316-0400] {logging_mixin.py:190} INFO - 262 1728858457
[2024-10-13T18:27:59.317-0400] {logging_mixin.py:190} INFO - 263 1728858267
[2024-10-13T18:27:59.318-0400] {logging_mixin.py:190} INFO - 264 1728858379
[2024-10-13T18:27:59.318-0400] {logging_mixin.py:190} INFO - 265 1728858143
[2024-10-13T18:27:59.319-0400] {logging_mixin.py:190} INFO - 266 1728858422
[2024-10-13T18:27:59.320-0400] {logging_mixin.py:190} INFO - 267 1728854175
[2024-10-13T18:27:59.322-0400] {logging_mixin.py:190} INFO - 268 1728858024
[2024-10-13T18:27:59.322-0400] {logging_mixin.py:190} INFO - 269 1728858320
[2024-10-13T18:27:59.323-0400] {logging_mixin.py:190} INFO - 270 1728857376
[2024-10-13T18:27:59.324-0400] {logging_mixin.py:190} INFO - 271 1728857159
[2024-10-13T18:27:59.325-0400] {logging_mixin.py:190} INFO - 272 1728856257
[2024-10-13T18:27:59.326-0400] {logging_mixin.py:190} INFO - 273 1728857868
[2024-10-13T18:27:59.327-0400] {logging_mixin.py:190} INFO - 274 1728858035
[2024-10-13T18:27:59.327-0400] {logging_mixin.py:190} INFO - 275 1728858320
[2024-10-13T18:27:59.328-0400] {logging_mixin.py:190} INFO - 276 1728858267
[2024-10-13T18:27:59.329-0400] {logging_mixin.py:190} INFO - 277 1728858366
[2024-10-13T18:27:59.329-0400] {logging_mixin.py:190} INFO - 278 1728857955
[2024-10-13T18:27:59.330-0400] {logging_mixin.py:190} INFO - 279 1728858401
[2024-10-13T18:27:59.330-0400] {logging_mixin.py:190} INFO - 280 1728858426
[2024-10-13T18:27:59.331-0400] {logging_mixin.py:190} INFO - 281 1728857818
[2024-10-13T18:27:59.332-0400] {logging_mixin.py:190} INFO - 282 1728857699
[2024-10-13T18:27:59.333-0400] {logging_mixin.py:190} INFO - 283 1728858205
[2024-10-13T18:27:59.333-0400] {logging_mixin.py:190} INFO - 284 1728857858
[2024-10-13T18:27:59.334-0400] {logging_mixin.py:190} INFO - 285 1728857878
[2024-10-13T18:27:59.335-0400] {logging_mixin.py:190} INFO - 286 1728858242
